Order_ID,Order_Date,Customer_ID,Customer_Type,Customer_Since,Region,Acquisition_Channel,Campaign_Name,Impressions,Clicks,Adds_To_Cart,Ad_Spend,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Stock_Level,Reorder_Point,Delivery_Time_Days,Delivery_Status,Return_Flag,Return_Reason,Shipping_Cost,COGS,Profit,Margin %,WeightKg,Country,Adjusted_Delivery_Time_Days
O1002705,21/06/2024,C100269,Returning,09/01/2024,Domestic,Instagram,IG_Jun_AthleteDrop,83,1,1,21.15,Clothing,Performance T-Shirt,1,30.09,30.09,346,120,2,On-time,No,,4.97,11,14.12,0.47,0.30,Germany,1.00
O1003947,06/09/2024,C100301,Returning,03/10/2024,Domestic,Organic,ORG_Sep_Direct,0,0,0,0,Static Bar,Adjustable Static Bar,1,166.91,166.91,21,18,2,On-time,No,,10.1,93,63.81,0.38,8.00,Germany,1.00
O1001098,18/03/2024,C101191,Returning,31/05/2024,Domestic,TikTok,TT_Mar_SparkAds,56,1,1,14.1,Workout Accessories,Chalk Block,1,16.07,16.07,334,67,1,On-time,No,,7.09,4,4.98,0.31,0.30,Germany,0.50
O1003575,11/08/2024,C101056,Returning,23/11/2024,Domestic,Instagram,IG_Aug_Reels,83,1,2,21.15,Workout Accessories,Chalk Block,1,12.68,12.68,119,67,3,On-time,No,,5.38,4,3.3,0.26,0.30,Germany,1.50
O1002330,01/06/2024,C100682,New,12/01/2024,Domestic,Instagram,IG_Jun_AthleteDrop,83,1,1,21.15,Workout Accessories,Athlete Backpack,2,47.7,95.4,223,67,2,On-time,No,,6.56,38,50.84,0.53,0.90,Germany,1.00
O1002405,05/06/2024,C100352,New,07/05/2024,Domestic,TikTok,TT_Jun_SparkAds,56,1,1,14.1,Dip Belt,Weighted Dip Belt,1,43.38,43.38,121,37,2,On-time,No,,4.87,19,19.51,0.45,0.80,Germany,1.00
O1005654,11/12/2024,C101121,Returning,09/10/2024,Non-EU,Google,GG_Dec_Shopping,50,1,1,25.85,Parallettes,Wooden Parallettes,1,45.35,45.35,-1,45,7,On-time,No,,15.24,30,0.11,0.00,2.20,UK,3.50
O1000324,24/01/2024,C101854,Returning,22/07/2024,EU,Instagram,IG_Jan_Reels,83,1,1,21.15,Parallettes,Wooden Parallettes,1,71.78,71.78,276,45,3,On-time,No,,7.51,30,34.27,0.48,2.20,Belgium,1.50
O1001087,17/03/2024,C101227,Returning,23/05/2024,EU,Google,GG_Mar_Brand,100,2,2,51.7,Clothing,Training Tank,1,38.52,38.52,598,120,3,On-time,No,,7.2,10,21.32,0.55,0.25,Poland,1.50
O1001955,12/05/2024,C100242,Returning,11/12/2024,EU,Instagram,IG_May_AthleteDrop,250,3,1,63.45,Workout Rings,Wooden Gymnastic Rings,1,35.07,35.07,225,60,4,On-time,No,,9.33,16,9.74,0.28,1.10,Poland,2.00
O1004320,29/09/2024,C100667,Returning,08/09/2024,EU,Instagram,IG_Sep_Reels,83,1,1,21.15,Better Grip,Liquid Chalk,1,17.84,17.84,73,105,4,On-time,No,,6.74,4,7.1,0.40,0.35,Poland,2.00
O1005470,03/12/2024,C101769,Returning,19/03/2024,Non-EU,TikTok,TT_Dec_Challenge,56,1,2,14.1,Parallettes,Wooden Parallettes,1,58.53,58.53,-1,45,6,On-time,No,,13.85,30,14.68,0.25,2.20,Switzerland,3.00
O1004814,28/10/2024,C101144,New,21/12/2024,Non-EU,Instagram,IG_Oct_Giveaway,83,1,1,21.15,Workout Accessories,Athlete Backpack,1,39.94,39.94,4,67,9,Late,No,,14.37,19,6.57,0.16,0.90,Norway,4.50
O1003506,07/08/2024,C100717,Returning,12/10/2024,EU,TikTok,TT_Aug_Challenge,167,3,1,42.3,Pull Up Bars,Doorway Pull-Up Bar,1,88.77,88.77,55,30,5,On-time,No,,8.96,50,29.81,0.34,4.00,Sweden,2.50
O1003617,15/08/2024,C100901,Returning,26/08/2024,Domestic,TikTok,TT_Aug_Challenge,56,1,1,14.1,Equipment Sets,Beginner Home Workout Set,1,151.47,151.47,37,22,3,On-time,No,,7.77,81,62.7,0.41,6.00,Germany,1.50
O1001521,14/04/2024,C100915,Returning,26/10/2024,Domestic,Instagram,IG_Apr_AthleteDrop,83,1,1,21.15,Dip Bars,Steel Dip Bars,2,69.04,138.08,117,27,2,On-time,No,,7.8,96,34.28,0.25,5.00,Germany,1.00
O1003759,25/08/2024,C101669,Returning,24/07/2024,Domestic,Instagram,IG_Aug_Giveaway,83,1,1,21.15,Static Bar,Adjustable Static Bar,1,154.08,154.08,26,18,1,On-time,No,,7.78,93,53.3,0.35,8.00,Germany,0.50
O1002572,13/06/2024,C101299,Returning,20/01/2024,Domestic,TikTok,TT_Jun_Challenge,56,1,1,14.1,Parallettes,Steel Parallettes,2,65.58,131.16,136,45,3,On-time,No,,7.66,78,45.5,0.35,3.80,Germany,1.50
O1004188,21/09/2024,C101213,Returning,25/12/2024,Non-EU,TikTok,TT_Sep_Creators,111,2,2,28.2,Clothing,Oversized Hoodie,1,84.29,84.29,104,120,4,On-time,No,,16.56,25,42.73,0.51,0.70,Norway,2.00
O1005725,14/12/2024,C101930,Returning,30/11/2024,EU,Instagram,IG_Dec_Reels,83,1,2,21.15,Dip Belt,Weighted Dip Belt,1,45.39,45.39,-1,37,4,On-time,No,,10.02,19,16.37,0.36,0.80,France,2.00
O1002358,02/06/2024,C100701,Returning,15/08/2024,Domestic,TikTok,TT_Jun_SparkAds,56,1,1,14.1,Better Grip,Liquid Chalk,1,13.56,13.56,346,105,1,On-time,No,,4.91,4,4.65,0.34,0.35,Germany,0.50
O1004933,04/11/2024,C100938,Returning,08/10/2024,Non-EU,TikTok,TT_Nov_SparkAds,167,3,1,42.3,Workout Rings,Wooden Gymnastic Rings,1,37.38,37.38,-1,60,10,Late,No,,12.45,16,8.93,0.24,1.10,Canada,5.00
O1005266,21/11/2024,C100655,Returning,13/05/2024,Non-EU,Organic,ORG_Nov_Direct,0,0,0,0,Clothing,Performance T-Shirt,1,39.76,39.76,-1,120,5,On-time,No,,15.11,11,13.65,0.34,0.30,UK,2.50
O1000085,06/01/2024,C100873,Returning,02/12/2024,Non-EU,Organic,ORG_Jan_Direct,0,0,0,0,Workout Rings,Wooden Gymnastic Rings,3,37.82,113.46,390,60,4,On-time,No,,13.53,48,51.93,0.46,1.10,Switzerland,2.00
O1002116,20/05/2024,C101340,Returning,25/05/2024,Domestic,TikTok,TT_May_SparkAds,56,1,1,14.1,Weight Vests,20kg Weighted Vest,2,136.78,273.56,128,36,2,On-time,No,,14.85,196,62.71,0.23,20.00,Germany,1.00
O1005727,14/12/2024,C100761,New,16/09/2024,Domestic,TikTok,TT_Dec_Challenge,56,1,1,14.1,Resistance Bands,Set of 5 Resistance Bands,1,28.3,28.3,-1,75,1,On-time,No,,4.52,13,10.78,0.38,0.90,Germany,0.50
O1002019,15/05/2024,C100876,New,13/09/2024,EU,Organic,ORG_May_Blog,0,0,0,0,Better Grip,Liquid Chalk,1,12.25,12.25,387,105,4,On-time,No,,9.01,4,-0.76,-0.06,0.35,Austria,2.00
O1000186,14/01/2024,C100768,Returning,02/06/2024,Non-EU,TikTok,TT_Jan_Creators,56,1,1,14.1,Parallettes,Steel Parallettes,1,64.56,64.56,286,45,8,On-time,No,,15.31,39,10.25,0.16,3.80,Switzerland,4.00
O1004330,29/09/2024,C100228,Returning,20/11/2024,Non-EU,Organic,ORG_Sep_Community,0,0,0,0,Equipment Sets,Advanced Athlete Set,1,164.2,164.2,15,22,11,Late,No,,20.05,107,37.15,0.23,9.00,Australia,5.50
O1002690,20/06/2024,C100665,Returning,31/07/2024,Domestic,Instagram,IG_Jun_Reels,83,1,1,21.15,Better Grip,Liquid Chalk,1,16.78,16.78,305,105,2,On-time,No,,4.2,4,8.58,0.51,0.35,Germany,1.00
O1005466,02/12/2024,C100306,Returning,02/02/2024,Domestic,Google,GG_Dec_Shopping,50,1,1,25.85,Clothing,Training Tank,1,34.53,34.53,-1,120,3,On-time,No,,5.35,10,19.18,0.56,0.25,Germany,1.50
O1003619,15/08/2024,C100374,Returning,18/06/2024,Non-EU,Google,GG_Aug_Shopping,50,1,1,25.85,Parallettes,Steel Parallettes,1,75.05,75.05,75,45,8,On-time,No,,12.81,39,23.24,0.31,3.80,Switzerland,4.00
O1002935,04/07/2024,C101866,New,26/07/2024,Non-EU,Google,GG_Jul_Shopping,50,1,2,25.85,Static Bar,Adjustable Static Bar,1,152.84,152.84,46,18,6,On-time,No,,19.88,93,39.96,0.26,8.00,USA,3.00
O1004627,16/10/2024,C101884,Returning,25/08/2024,Domestic,TikTok,TT_Oct_SparkAds,56,1,1,14.1,Clothing,Joggers,1,63.93,63.93,39,120,2,On-time,No,,5.24,21,37.69,0.59,0.60,Germany,1.00
O1004937,04/11/2024,C100151,Returning,13/01/2024,Domestic,Instagram,IG_Nov_Reels,83,1,1,21.15,Better Grip,Liquid Chalk,1,11.63,11.63,-1,105,1,On-time,No,,6.34,4,1.29,0.11,0.35,Germany,0.50
O1001898,08/05/2024,C101707,Returning,29/04/2024,Domestic,Instagram,IG_May_Giveaway,83,1,1,21.15,Pull Up Bars,Doorway Pull-Up Bar,1,71.11,71.11,115,30,2,On-time,No,,5.74,50,15.37,0.22,4.00,Germany,1.00
O1003287,24/07/2024,C101758,New,12/01/2024,Domestic,TikTok,TT_Jul_Challenge,111,2,2,28.2,Workout Accessories,Chalk Block,1,16.25,16.25,146,67,1,On-time,No,,5.61,4,6.64,0.41,0.30,Germany,0.50
O1004306,28/09/2024,C101890,New,01/07/2024,Domestic,Organic,ORG_Sep_Blog,0,0,0,0,Weight Vests,10kg Weighted Vest,1,104.62,104.62,25,36,3,On-time,No,,10.06,74,20.56,0.20,10.00,Germany,1.50
O1003207,19/07/2024,C100192,Returning,05/04/2024,Domestic,Organic,ORG_Jul_Community,0,0,0,0,Dip Belt,Weighted Dip Belt,3,47.1,141.3,83,37,1,On-time,No,,6.26,57,78.04,0.55,0.80,Germany,0.50
O1003182,18/07/2024,C101623,Returning,24/04/2024,Domestic,TikTok,TT_Jul_Creators,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,109.64,109.64,82,36,2,On-time,No,,10.39,74,25.25,0.23,10.00,Germany,1.00
O1005872,22/12/2024,C100926,New,20/04/2024,Non-EU,Google,GG_Dec_Search,50,1,1,25.85,Clothing,Oversized Hoodie,2,68.61,137.22,-2,120,5,On-time,No,,13.63,50,73.59,0.54,0.70,Canada,2.50
O1004316,29/09/2024,C101152,Returning,13/10/2024,Domestic,TikTok,TT_Sep_Challenge,56,1,1,14.1,Dip Bars,Steel Dip Bars,1,70.85,70.85,18,27,2,On-time,No,,8.12,48,14.73,0.21,5.00,Germany,1.00
O1005564,07/12/2024,C101573,Returning,20/01/2024,Domestic,Organic,ORG_Dec_Direct,0,0,0,0,Parallettes,Steel Parallettes,2,80.63,161.26,-2,45,2,On-time,No,,7.71,78,75.55,0.47,3.80,Germany,1.00
O1002165,22/05/2024,C101309,New,06/10/2024,EU,Instagram,IG_May_AthleteDrop,83,1,1,21.15,Clothing,Oversized Hoodie,2,76.68,153.36,423,120,4,On-time,No,,6.94,50,96.42,0.63,0.70,Belgium,2.00
O1002504,10/06/2024,C100761,Returning,16/09/2024,Non-EU,Google,GG_Jun_Brand,50,1,1,25.85,Clothing,Training Tank,1,36.76,36.76,375,120,6,On-time,No,,15.2,10,11.56,0.31,0.25,USA,3.00
O1003249,22/07/2024,C100352,Returning,07/05/2024,EU,TikTok,TT_Jul_Creators,56,1,1,14.1,Dip Bars,Steel Dip Bars,2,80.58,161.16,58,27,4,On-time,No,,12.73,96,52.43,0.33,5.00,France,2.00
O1003461,05/08/2024,C100999,Returning,18/05/2024,Domestic,TikTok,TT_Aug_Creators,56,1,1,14.1,Equipment Sets,Beginner Home Workout Set,1,112.42,112.42,42,22,2,On-time,No,,9.32,81,22.1,0.20,6.00,Germany,1.00
O1002054,17/05/2024,C100504,Returning,05/12/2024,Domestic,Instagram,IG_May_Reels,83,1,1,21.15,Better Grip,Liquid Chalk,2,12.03,24.06,382,105,2,On-time,No,,6.8,8,9.26,0.38,0.35,Germany,1.00
O1001358,04/04/2024,C100579,New,09/03/2024,EU,Google,GG_Apr_Brand,50,1,1,25.85,Pull Up Bars,Outdoor Pull-Up Bar,1,103.41,103.41,137,30,3,On-time,Yes,Damaged,13.24,78,12.17,0.12,7.00,France,1.50
O1000094,07/01/2024,C100065,Returning,15/04/2024,Non-EU,TikTok,TT_Jan_SparkAds,56,1,2,14.1,Workout Accessories,Chalk Block,2,13.52,27.04,438,67,7,On-time,No,,12.72,8,6.32,0.23,0.30,UK,3.50
O1001919,09/05/2024,C100359,New,25/12/2024,Domestic,Google,GG_May_Search,50,1,2,25.85,Workout Accessories,Chalk Block,1,16.22,16.22,258,67,1,On-time,No,,6.2,4,6.02,0.37,0.30,Germany,0.50
O1003981,08/09/2024,C101820,Returning,05/11/2024,EU,Instagram,IG_Sep_AthleteDrop,167,2,1,42.3,Parallettes,Steel Parallettes,1,94.61,94.61,52,45,4,On-time,No,,9.65,39,45.96,0.49,3.80,Spain,2.00
O1002347,02/06/2024,C101012,Returning,24/03/2024,Non-EU,Instagram,IG_Jun_Giveaway,167,2,1,42.3,Static Bar,Adjustable Static Bar,1,146.57,146.57,59,18,6,On-time,Yes,Damaged,16.47,93,37.1,0.25,8.00,Norway,3.00
O1001221,27/03/2024,C100544,Returning,25/06/2024,EU,Organic,ORG_Mar_Blog,0,0,0,0,Static Bar,Adjustable Static Bar,2,152.87,305.74,84,18,4,On-time,No,,14.31,186,105.43,0.34,8.00,Italy,2.00
O1000168,13/01/2024,C100988,Returning,12/08/2024,Domestic,TikTok,TT_Jan_Creators,56,1,1,14.1,Clothing,Joggers,1,58.18,58.18,765,120,1,On-time,No,,7.12,21,30.06,0.52,0.60,Germany,0.50
O1002411,05/06/2024,C101891,Returning,14/10/2024,Domestic,Instagram,IG_Jun_Giveaway,83,1,1,21.15,Workout Accessories,Chalk Block,1,14.95,14.95,218,67,2,On-time,No,,6.1,4,4.85,0.32,0.30,Germany,1.00
O1001609,21/04/2024,C100354,New,07/10/2024,EU,Instagram,IG_Apr_AthleteDrop,167,2,1,42.3,Clothing,Training Tank,1,31.31,31.31,506,120,2,On-time,No,,6.61,10,14.7,0.47,0.25,Italy,1.00
O1006063,31/12/2024,C101371,Returning,05/11/2024,EU,Instagram,IG_Dec_AthleteDrop,167,2,1,42.3,Weight Vests,10kg Weighted Vest,1,104.32,104.32,-1,36,5,On-time,No,,13.39,74,16.93,0.16,10.00,Belgium,2.50
O1002684,20/06/2024,C100852,New,20/08/2024,Non-EU,Organic,ORG_Jun_Blog,0,0,0,0,Dip Belt,Weighted Dip Belt,1,46.39,46.39,109,37,12,Late,No,,13.88,19,13.51,0.29,0.80,Switzerland,6.00
O1001120,20/03/2024,C101842,Returning,22/05/2024,Domestic,Organic,ORG_Mar_Community,0,0,0,0,Pull Up Bars,Outdoor Pull-Up Bar,1,101.93,101.93,147,30,1,On-time,No,,9.39,78,14.54,0.14,7.00,Germany,0.50
O1005785,17/12/2024,C101498,New,03/02/2024,Domestic,Google,GG_Dec_Search,100,2,1,51.7,Pull Up Bars,Doorway Pull-Up Bar,1,105.73,105.73,-1,30,2,On-time,No,,7.39,50,48.34,0.46,4.00,Germany,1.00
O1005091,12/11/2024,C100041,Returning,10/05/2024,Domestic,Instagram,IG_Nov_AthleteDrop,83,1,1,21.15,Clothing,Oversized Hoodie,1,75.93,75.93,-1,120,2,On-time,No,,5.34,25,45.59,0.60,0.70,Germany,1.00
O1001003,11/03/2024,C100878,Returning,22/04/2024,Domestic,TikTok,TT_Mar_SparkAds,56,1,1,14.1,Workout Accessories,Chalk Block,1,14.95,14.95,345,67,2,On-time,No,,5.2,4,5.75,0.38,0.30,Germany,1.00
O1003909,04/09/2024,C100717,New,12/10/2024,Domestic,TikTok,TT_Sep_SparkAds,167,3,1,42.3,Resistance Bands,Set of 5 Resistance Bands,1,45.16,45.16,93,75,4,Late,No,,5.46,13,26.7,0.59,0.90,Germany,2.00
O1005917,24/12/2024,C100315,New,20/09/2024,Domestic,TikTok,TT_Dec_SparkAds,56,1,1,14.1,Clothing,Training Tank,1,27.92,27.92,-1,120,3,On-time,No,,6.96,10,10.96,0.39,0.25,Germany,1.50
O1005166,16/11/2024,C101580,Returning,03/08/2024,EU,TikTok,TT_Nov_SparkAds,56,1,1,14.1,Workout Rings,Wooden Gymnastic Rings,1,39.16,39.16,-1,60,4,On-time,No,,8.7,16,14.46,0.37,1.10,Poland,2.00
O1000731,23/02/2024,C100587,New,18/04/2024,EU,TikTok,TT_Feb_Creators,56,1,1,14.1,Parallettes,Wooden Parallettes,1,49.05,49.05,246,45,3,On-time,No,,7.35,30,11.7,0.24,2.20,Poland,1.50
O1005086,12/11/2024,C101835,Returning,12/04/2024,Domestic,Instagram,IG_Nov_Giveaway,167,2,1,42.3,Static Bar,Adjustable Static Bar,2,143.71,287.42,-2,18,2,On-time,No,,8,186,93.42,0.33,8.00,Germany,1.00
O1000222,17/01/2024,C101017,New,29/09/2024,Non-EU,Instagram,IG_Jan_Giveaway,83,1,1,21.15,Bandages,Wrist Wraps,1,17.31,17.31,566,90,8,On-time,No,,11.34,6,-0.03,0.00,0.20,Canada,4.00
O1002634,17/06/2024,C100815,Returning,09/03/2024,Domestic,Google,GG_Jun_Brand,50,1,1,25.85,Clothing,Joggers,1,58.93,58.93,356,120,1,On-time,No,,6.53,21,31.4,0.53,0.60,Germany,0.50
O1003456,04/08/2024,C101123,Returning,27/05/2024,Non-EU,Instagram,IG_Aug_Giveaway,167,2,1,42.3,Pull Up Bars,Outdoor Pull-Up Bar,1,125.72,125.72,57,30,6,On-time,No,,18,78,29.72,0.24,7.00,UK,3.00
O1005988,28/12/2024,C100542,New,10/07/2024,EU,TikTok,TT_Dec_Creators,111,2,1,28.2,Workout Rings,Wooden Gymnastic Rings,1,35.47,35.47,-1,60,3,On-time,No,,10.13,16,9.34,0.26,1.10,Italy,1.50
O1003310,26/07/2024,C100111,Returning,19/07/2024,EU,Instagram,IG_Jul_Reels,83,1,1,21.15,Static Bar,Adjustable Static Bar,1,166.7,166.7,38,18,2,On-time,No,,13.97,93,59.73,0.36,8.00,Spain,1.00
O1003185,18/07/2024,C100745,Returning,12/05/2024,EU,Instagram,IG_Jul_Reels,83,1,1,21.15,Static Bar,Adjustable Static Bar,3,173.49,520.47,39,18,4,On-time,No,,11.9,279,229.57,0.44,8.00,Italy,2.00
O1005172,16/11/2024,C100857,Returning,18/03/2024,Domestic,Instagram,IG_Nov_Reels,250,3,1,63.45,Parallettes,Steel Parallettes,1,81.62,81.62,-1,45,1,On-time,No,,5.93,39,36.69,0.45,3.80,Germany,0.50
O1004857,31/10/2024,C101208,Returning,27/05/2024,EU,Instagram,IG_Oct_Giveaway,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,1,149.66,149.66,-1,30,4,On-time,No,,13.23,78,58.43,0.39,7.00,Poland,2.00
O1000158,12/01/2024,C101561,Returning,05/08/2024,EU,TikTok,TT_Jan_SparkAds,56,1,2,14.1,Workout Accessories,Athlete Backpack,2,42.12,84.24,431,67,4,On-time,No,,7.2,38,39.04,0.46,0.90,Belgium,2.00
O1005532,06/12/2024,C100271,Returning,08/04/2024,Non-EU,Instagram,IG_Dec_AthleteDrop,83,1,1,21.15,Static Bar,Adjustable Static Bar,1,161.68,161.68,-1,18,7,On-time,No,,18.37,93,50.31,0.31,8.00,Australia,3.50
O1005301,23/11/2024,C101084,Returning,05/06/2024,Non-EU,Instagram,IG_Nov_AthleteDrop,250,3,1,63.45,Resistance Bands,Set of 5 Resistance Bands,2,45.46,90.92,-2,75,5,On-time,No,,10.98,26,53.94,0.59,0.90,Switzerland,2.50
O1005668,11/12/2024,C100531,New,24/04/2024,Non-EU,Google,GG_Dec_Brand,50,1,2,25.85,Pull Up Bars,Doorway Pull-Up Bar,1,88.17,88.17,-1,30,5,On-time,Yes,Size,19.47,50,18.7,0.21,4.00,UK,2.50
O1005041,10/11/2024,C101405,New,30/12/2024,Domestic,Google,GG_Nov_Search,50,1,1,25.85,Clothing,Training Tank,1,25.91,25.91,-1,120,2,On-time,No,,5.16,10,10.75,0.41,0.25,Germany,1.00
O1002819,26/06/2024,C100031,Returning,18/06/2024,Domestic,Instagram,IG_Jun_Reels,250,3,1,63.45,Workout Accessories,Chalk Block,2,12.4,24.8,186,67,2,On-time,No,,4.8,8,12,0.48,0.30,Germany,1.00
O1004333,30/09/2024,C101913,New,07/06/2024,Non-EU,Instagram,IG_Sep_AthleteDrop,83,1,1,21.15,Pull Up Bars,Doorway Pull-Up Bar,1,83.24,83.24,20,30,6,On-time,No,,19.06,50,14.18,0.17,4.00,USA,3.00
O1003880,03/09/2024,C100732,Returning,03/03/2024,Domestic,Google,GG_Sep_Shopping,100,2,1,51.7,Clothing,Performance T-Shirt,1,42.42,42.42,152,120,2,On-time,No,,7.11,11,24.31,0.57,0.30,Germany,1.00
O1002623,16/06/2024,C101130,Returning,18/07/2024,Domestic,TikTok,TT_Jun_Creators,56,1,1,14.1,Pull Up Bars,Doorway Pull-Up Bar,1,93.84,93.84,89,30,1,On-time,No,,8.24,50,35.6,0.38,4.00,Germany,0.50
O1004931,04/11/2024,C100629,Returning,08/09/2024,EU,TikTok,TT_Nov_Challenge,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,125.1,125.1,-1,36,3,On-time,No,,13.25,74,37.85,0.30,10.00,Belgium,1.50
O1005129,14/11/2024,C100767,Returning,08/02/2024,Domestic,Instagram,IG_Nov_AthleteDrop,167,2,1,42.3,Clothing,Training Tank,1,32.26,32.26,-1,120,2,On-time,No,,7,10,15.26,0.47,0.25,Germany,1.00
O1001200,26/03/2024,C101615,Returning,10/10/2024,Non-EU,Organic,ORG_Mar_Blog,0,0,0,0,Equipment Sets,Advanced Athlete Set,1,213.52,213.52,107,22,11,Late,No,,23.61,107,82.91,0.39,9.00,UK,5.50
O1003709,22/08/2024,C101693,New,30/11/2024,EU,TikTok,TT_Aug_Challenge,56,1,1,14.1,Resistance Bands,Set of 5 Resistance Bands,1,35.12,35.12,114,75,3,On-time,No,,9.21,13,12.91,0.37,0.90,Spain,1.50
O1003155,16/07/2024,C101803,Returning,04/04/2024,EU,TikTok,TT_Jul_Challenge,56,1,1,14.1,Pull Up Bars,Doorway Pull-Up Bar,2,89.75,179.5,69,30,5,On-time,No,,11.92,100,67.58,0.38,4.00,Spain,2.50
O1001384,05/04/2024,C101306,New,20/12/2024,Domestic,Instagram,IG_Apr_AthleteDrop,83,1,1,21.15,Bandages,Wrist Wraps,1,24.75,24.75,411,90,3,On-time,No,,6.54,6,12.21,0.49,0.20,Germany,1.50
O1002779,24/06/2024,C100175,New,09/10/2024,Domestic,Google,GG_Jun_Shopping,50,1,1,25.85,Better Grip,Liquid Chalk,1,13.97,13.97,296,105,2,On-time,No,,5.4,4,4.57,0.33,0.35,Germany,1.00
O1000157,12/01/2024,C100933,New,23/03/2024,Non-EU,Google,GG_Jan_Shopping,50,1,1,25.85,Equipment Sets,Advanced Athlete Set,1,184.35,184.35,144,22,6,On-time,No,,17.85,107,59.5,0.32,9.00,UK,3.00
O1000466,04/02/2024,C100463,Returning,16/03/2024,Domestic,Organic,ORG_Feb_Direct,0,0,0,0,Dip Belt,Weighted Dip Belt,1,46.9,46.9,221,37,1,On-time,No,,5.44,19,22.46,0.48,0.80,Germany,0.50
O1002829,27/06/2024,C101978,New,13/07/2024,EU,TikTok,TT_Jun_SparkAds,56,1,1,14.1,Workout Accessories,Athlete Backpack,1,54.2,54.2,185,67,5,On-time,No,,9.71,19,25.49,0.47,0.90,France,2.50
O1004668,18/10/2024,C100061,Returning,19/02/2024,EU,Organic,ORG_Oct_Direct,0,0,0,0,Clothing,Joggers,1,58.84,58.84,34,120,5,On-time,No,,7.4,21,30.44,0.52,0.60,Belgium,2.50
O1003920,05/09/2024,C100412,New,20/09/2024,EU,Organic,ORG_Sep_Community,0,0,0,0,Clothing,Training Tank,1,38.6,38.6,146,120,3,On-time,No,,7.04,10,21.56,0.56,0.25,Belgium,1.50
O1000032,03/01/2024,C100840,New,01/03/2024,Non-EU,Google,GG_Jan_Search,100,2,1,51.7,Equipment Sets,Advanced Athlete Set,1,190.49,190.49,148,22,4,On-time,No,,20.6,107,62.89,0.33,9.00,Canada,2.00
O1001745,29/04/2024,C101730,New,27/09/2024,EU,TikTok,TT_Apr_Creators,56,1,1,14.1,Bandages,Elbow Support,3,24.24,72.72,361,90,6,Late,No,,7.13,27,38.59,0.53,0.25,Sweden,3.00
O1002349,02/06/2024,C101863,Returning,07/09/2024,Domestic,Organic,ORG_Jun_Blog,0,0,0,0,Clothing,Joggers,1,73.43,73.43,396,120,3,On-time,No,,6.01,21,46.42,0.63,0.60,Germany,1.50
O1002452,07/06/2024,C101493,Returning,16/01/2024,Domestic,Google,GG_Jun_Shopping,50,1,1,25.85,Workout Accessories,Chalk Block,1,17.84,17.84,215,67,2,On-time,No,,6.17,4,7.67,0.43,0.30,Germany,1.00
O1003746,24/08/2024,C101588,New,08/03/2024,Non-EU,TikTok,TT_Aug_Challenge,56,1,1,14.1,Dip Bars,Steel Dip Bars,1,78.2,78.2,40,27,6,On-time,No,,18.96,48,11.24,0.14,5.00,Australia,3.00
O1001789,02/05/2024,C100771,Returning,27/04/2024,Domestic,Google,GG_May_Search,50,1,1,25.85,Clothing,Joggers,1,47.67,47.67,477,120,1,On-time,No,,5.81,21,20.86,0.44,0.60,Germany,0.50
O1004520,09/10/2024,C100256,New,08/04/2024,EU,Instagram,IG_Oct_AthleteDrop,83,1,1,21.15,Bandages,Elbow Support,1,23.36,23.36,43,90,2,On-time,No,,7.2,9,7.16,0.31,0.25,Poland,1.00
O1001264,30/03/2024,C101812,Returning,01/08/2024,Domestic,Organic,ORG_Mar_Blog,0,0,0,0,Parallettes,Wooden Parallettes,1,59.72,59.72,211,45,3,On-time,No,,7.41,30,22.31,0.37,2.20,Germany,1.50
O1001452,10/04/2024,C101953,Returning,02/01/2024,EU,TikTok,TT_Apr_Creators,56,1,1,14.1,Parallettes,Steel Parallettes,1,64.1,64.1,200,45,3,On-time,No,,11.06,39,14.04,0.22,3.80,Austria,1.50
O1000309,23/01/2024,C101488,Returning,15/01/2024,Domestic,TikTok,TT_Jan_Creators,111,2,1,28.2,Clothing,Joggers,1,57.35,57.35,739,120,2,On-time,No,,6.82,21,29.53,0.51,0.60,Germany,1.00
O1003039,10/07/2024,C100527,Returning,30/03/2024,EU,Instagram,IG_Jul_AthleteDrop,167,2,1,42.3,Static Bar,Adjustable Static Bar,1,174.46,174.46,44,18,6,Late,No,,11.87,93,69.59,0.40,8.00,Poland,3.00
O1001868,06/05/2024,C100642,New,29/08/2024,Domestic,Instagram,IG_May_Reels,83,1,1,21.15,Workout Rings,Wooden Gymnastic Rings,1,35.73,35.73,233,60,1,On-time,No,,5.05,16,14.68,0.41,1.10,Germany,0.50
O1000178,14/01/2024,C101443,New,21/03/2024,Domestic,Organic,ORG_Jan_Community,0,0,0,0,Bandages,Elbow Support,1,20.05,20.05,572,90,3,On-time,No,,4.39,9,6.66,0.33,0.25,Germany,1.50
O1001311,02/04/2024,C101693,New,30/11/2024,Domestic,Google,GG_Apr_Search,50,1,1,25.85,Clothing,Oversized Hoodie,1,55.55,55.55,556,120,2,On-time,No,,4.81,25,25.74,0.46,0.70,Germany,1.00
